CHR Start Stop Strand
20 34469296 34469590 -1
20 453540 453849 -1
21 25945699 25945980 -1
22 31479084 31479358 -1
22 40498273 40498584 -1
3 130713672 130713971 -1
3 196745531 196745837 +1
3 94127940 94128231 +1
4 39765537 39765815 +1
4 75937517 75937787 -1
5 171401444 171401728 -1
5 61335981 61336280 +1
5 88301425 88301711 -1
7 130990096 130990400 -1
7 140464792 140465037 -1
7 140476797 140477117 +1
7 23510323 23510628 -1
8 125270186 125270492 +1
8 42021648 42021925 +1
8 94843287 94843578 +1
9 71706816 71707127 -1
 "X" 123689422 123689718 -1
1 12026022 12026316 +1
1 153904536 153904708 -1
1 247159979 247160283 -1
1 247345593 247345761 +1
10 110925444 110925756 -1
10 119939704 119939996 -1
10 27141113 27141395 +1
10 73464657 73464962 +1
10 84352796 84353091 -1
11 3702008 3702242 +1
11 46534681 46534973 -1
11 47559364 47559603 -1
12 76378774 76379086 -1
14 45100000 45100231 +1
14 74497348 74497630 -1
14 91137383 91137694 -1
15 50368305 50368589 +1
15 57013317 57013620 -1
16 25113700 25113935 -1
17 19253410 19253698 -1
17 32476776 32477052 -1
17 51102100 51102431 +1
17 56828998 56829299 +1
17 56881460 56881786 -1
17 60675232 60675526 +1
17 75158764 75159050 +1
18 21708371 21708669 +1
19 3648018 3648317 -1
19 43574070 43574374 -1
19 47181466 47181778 -1
2 71365728 71366004 -1
20 25694994 25695303 +1
20 36608250 36608543 -1
21 42988045 42988348 -1
3 122370170 122370481 +1
3 136748398 136748701 -1
3 53253296 53253488 -1
3 71500909 71501202 +1
4 3945594 3945903 -1
5 139299391 139299668 +1
6 35734165 35734461 -1
7 103328348 103328652 +1
7 105324019 105324306 -1
7 40052171 40052476 -1
9 137267490 137267791 -1
9 35494183 35494467 +1
 "X" 119539249 119539554 +1
 "X" 74010330 74010635 -1
1 151073015 151073295 -1
1 178736616 178736909 +1
3 138255698 138255995 +1
12 71702313 71702613 -1
7 66545277 66545568 -1
 "X" 41659716 41660014 +1
1 173849861 173850151 -1
11 9213525 9213830 +1
12 95150818 95151103 +1
14 102603305 102603522 -1
16 22506611 22506901 +1
2 32204797 32205112 -1
3 49375851 49376140 -1
7 105130269 105130566 +1
1 153902464 153902754 -1
16 69123375 69123651 +1
19 49562598 49562903 +1
8 51905154 51905459 -1
9 129955241 129955522 -1
 "X" 73990242 73990542 +1
1 32849132 32849408 -1
10 99756761 99757066 -1
12 928912 929165 -1
13 45358272 45358554 +1
14 102705846 102706142 +1
14 30979966 30980241 +1
16 19614436 19614711 -1
17 28608359 28608654 -1
2 169882459 169882762 +1
3 170155438 170155731 +1
4 1344268 1344569 +1
9 122981057 122981324 -1
1 150638383 150638673 +1
1 151236813 151237129 -1
1 179165795 179166096 -1
1 29094264 29094577 -1
10 72585988 72586310 -1
11 57721345 57721615 -1
12 111561551 111561816 +1
12 53030413 53030707 -1
13 28149609 28149921 -1
13 79375179 79375470 -1
14 102595227 102595511 +1
19 10168834 10169129 -1
20 37085647 37085948 -1
22 20477111 20477411 +1
22 50411176 50411470 +1
4 146492355 146492669 -1
6 63688341 63688633 -1
6 99405561 99405832 -1
7 128528847 128529154 +1
7 66156323 66156638 -1
7 72903153 72903448 +1
7 97969204 97969499 -1
9 96462643 96462931 +1
 "X" 150798755 150799049 -1
1 231413075 231413344 -1
1 64992607 64992917 +1
10 72357298 72357610 -1
11 67234864 67235171 +1
11 74177178 74177464 +1
13 110725979 110726282 -1
14 34840954 34841175 -1
15 89885663 89885956 +1
16 70423788 70424087 +1
17 3840985 3841274 -1
17 44104038 44104332 +1
17 5382083 5382379 -1
2 202527901 202528182 +1
2 37238157 37238463 +1
20 35815459 35815763 -1
20 58684050 58684196 -1
21 44954931 44955233 +1
22 40837657 40837944 -1
22 40888251 40888542 -1
3 125363657 125363948 -1
3 183757301 183757579 -1
3 47098537 47098802 +1
3 73001629 73001926 -1
5 134392744 134393035 +1
7 40090603 40090897 +1
7 66873216 66873504 +1
8 23035143 23035441 -1
9 128318912 128319044 +1
9 34009097 34009398 -1
1 119143194 119143500 +1
1 153878944 153879239 -1
1 223719259 223719556 +1
1 9948292 9948577 +1
10 63305086 63305390 +1
10 68769659 68769962 +1
11 34317490 34317779 +1
11 46833884 46834126 -1
11 65101498 65101791 +1
11 68809499 68809626 -1
12 50457201 50457506 -1
14 102610555 102610853 -1
14 58277891 58278195 +1
17 29289310 29289612 +1
17 48939454 48939755 -1
17 78720621 78720904 +1
19 19023616 19023918 +1
19 41382341 41382620 +1
2 101761547 101761855 -1
2 202399830 202400126 +1
2 26287984 26288296 +1
20 63723796 63724081 +1
21 36896077 36896351 +1
3 129166452 129166738 +1
3 177179957 177180257 +1
3 47920875 47921155 +1
3 48714403 48714690 -1
3 71287224 71287476 +1
4 55538949 55539262 +1
5 138892328 138892641 -1
5 177137801 177138105 +1
6 149740003 149740300 +1
6 159717977 159718297 -1
7 157148089 157148402 -1
7 66079917 66080094 +1
8 28832683 28832972 +1
8 73664054 73664323 -1
9 6420422 6420734 +1
15 92908836 92909140 +1
5 177161101 177161385 +1
16 3779191 3779473 -1
1 150104561 150104892 -1
1 9236024 9236288 -1
19 16550448 16550730 +1
4 70818030 70818281 -1
5 178217226 178217521 -1
7 66687113 66687425 -1
1 92695934 92696231 -1
14 65512171 65512463 -1
16 29823571 29823858 +1
18 185147 185453 -1
2 48321955 48322245 -1
2 70137200 70137452 +1
3 50011839 50012151 -1
8 60540487 60540781 -1
1 156127686 156127985 -1
1 1859016 1859317 -1
10 101800768 101801069 -1
10 68917177 68917475 +1
11 108230133 108230423 +1
11 73694731 73695043 +1
19 47175456 47175754 +1
2 25422920 25423222 +1
2 61366765 61367037 +1
2 96188948 96189248 -1
20 47518064 47518382 +1
5 37207944 37208244 -1
7 140467287 140467578 -1
1 21172546 21172826 -1
10 124750708 124751011 +1
15 85736912 85737219 -1
17 51111593 51111896 -1
2 170946005 170946302 -1
2 202228941 202229206 -1
2 32281237 32281541 -1
2 53979695 53979991 -1
3 10281699 10281980 +1
3 42021587 42021874 -1
4 139171105 139171374 +1
4 4244194 4244498 +1
5 179780983 179781271 +1
6 42882060 42882196 -1
1 149992496 149992770 -1
1 173957564 173957854 -1
1 179160873 179161033 -1
11 46488173 46488472 +1
12 48928043 48928343 -1
14 24168466 24168764 -1
14 91134923 91135224 -1
16 69004346 69004653 -1
16 72968455 72968762 -1
16 8672274 8672565 -1
19 15349221 15349536 -1
2 135745875 135746158 -1
20 37083911 37084199 -1
3 49771931 49772225 +1
3 49979996 49980303 -1
4 39961288 39961560 -1
5 61424727 61425016 -1
7 4756107 4756415 -1
8 117887803 117888087 +1
8 21955724 21956026 -1
9 129923298 129923604 +1
1 162508434 162508714 +1
1 171577771 171578095 -1
1 20757863 20758175 +1
1 21137133 21137439 -1
10 102277044 102277351 +1
10 21671031 21671314 -1
10 28609606 28609835 +1
10 73037973 73038283 +1
10 94565054 94565346 +1
11 119016645 119016903 -1
11 66657139 66657400 -1
11 77781104 77781398 -1
12 123191385 123191592 -1
12 50534946 50535250 +1
13 19679213 19679518 +1
15 34319516 34319826 +1
16 4628548 4628844 -1
16 68276715 68277019 +1
16 70531307 70531572 -1
17 29282278 29282582 +1
17 32380719 32380981 +1
17 58502157 58502457 -1
17 60784813 60785107 +1
17 78191695 78191985 -1
17 82002880 82003147 -1
19 14571313 14571616 +1
19 19790626 19790860 +1
19 23107067 23107354 -1
19 45856072 45856349 +1
19 47677414 47677720 +1
2 135138172 135138462 +1
2 203244199 203244498 -1
2 229901338 229901634 +1
2 61466629 61466918 +1
20 33497547 33497846 -1
20 33647270 33647583 -1
3 136438231 136438522 -1
3 155881784 155882085 +1
4 128012783 128013086 +1
5 134810339 134810643 -1
7 103334279 103334606 +1
7 135688865 135689182 -1
8 42915442 42915731 -1
9 19074284 19074571 -1
9 6427404 6427696 +1
"Y" 13395903 13396211 -1
1 173861612 173861847 +1
10 102755400 102755692 -1
10 124804701 124805013 -1
10 97657839 97658131 -1
11 108289856 108290158 -1
11 62569190 62569498 +1
11 868292 868508 -1
12 111664054 111664346 +1
12 866841 867139 +1
14 90738327 90738619 +1
16 22477810 22478097 +1
16 28829031 28829302 -1
16 57437538 57437825 -1
16 67898181 67898419 +1
16 68309093 68309361 -1
17 39497261 39497556 +1
17 67950555 67950854 +1
17 7490263 7490382 +1
19 15357258 15357458 +1
19 2276742 2277041 +1
19 39394860 39395132 -1
19 45018433 45018602 +1
2 23849549 23849838 +1
20 47570176 47570446 +1
4 105152586 105152896 -1
5 171400449 171400745 -1
5 65542356 65542649 +1
6 42000954 42001252 +1
7 99566928 99567164 -1
8 26300573 26300872 +1
8 94542913 94543183 -1
10 18653375 18653672 -1
4 102811399 102811688 +1
10 124779781 124780097 +1
17 21228645 21228934 +1
18 21777136 21777425 +1
20 36781833 36782127 -1
10 124780953 124781243 -1
10 13130922 13131083 -1
11 130275944 130276257 +1
11 47510900 47511202 +1
14 23032162 23032474 +1
15 72576980 72577287 -1
16 78473135 78473416 -1
2 207607106 207607394 +1
22 26475758 26476063 +1
6 149737008 149737301 +1
7 105358403 105358709 +1
9 130845343 130845594 -1
1 61706972 61707274 +1
11 116982685 116982969 +1
11 47162900 47163193 +1
12 108795602 108795862 +1
12 110001432 110001719 -1
13 95104117 95104397 -1
14 35120252 35120544 -1
19 33170578 33170889 +1
19 36853237 36853538 -1
19 45861762 45862055 +1
2 177243522 177243804 -1
22 20572639 20572942 +1
22 40956753 40957055 +1
5 131590118 131590421 +1
6 57057815 57058090 -1
7 92224877 92225162 +1
1 10543136 10543433 -1
1 160244615 160244908 -1
1 28033912 28034067 +1
1 6192050 6192346 -1
12 108823663 108823963 -1
12 109218192 109218367 -1
12 120114097 120114392 -1
12 122223799 122224091 -1
14 65430012 65430324 -1
17 28386754 28387037 -1
17 28831504 28831816 -1
19 7947576 7947880 +1
2 229900580 229900876 +1
2 27346016 27346319 -1
20 5211534 5211838 -1
20 62176532 62176810 +1
21 42910043 42910330 +1
22 35659786 35660066 -1
3 32565986 32566282 +1
4 39730190 39730469 -1
5 134915436 134915750 -1
6 42946894 42947161 -1
7 76342855 76343147 +1
1 1868170 1868469 -1
1 53932069 53932351 +1
1 84149266 84149560 -1
10 63304851 63305086 +1
12 53471297 53471543 +1
13 52019660 52019954 +1
14 102147132 102147392 +1
16 2052308 2052609 -1
16 23955097 23955217 +1
16 88718705 88718999 -1
17 32384774 32385066 -1
17 56831942 56832245 -1
17 66388296 66388594 -1
19 39427920 39428234 +1
19 45066113 45066417 -1
19 9868658 9868952 +1
2 224580408 224580700 +1
2 47882662 47882948 -1
20 35716997 35717309 +1
20 44516380 44516691 -1
21 42872652 42872951 +1
22 41811427 41811730 -1
3 136589216 136589532 +1
3 141882579 141882885 -1
4 470740 471016 +1
4 56920480 56920750 +1
6 160097318 160097629 -1
6 20553622 20553911 -1
6 99458034 99458318 -1
8 125104754 125105027 +1
8 51899840 51900132 +1
9 5572906 5573210 +1
 "X" 118405858 118406138 +1
 "X" 3818880 3819164 -1
1 117085271 117085534 +1
11 70385439 70385729 +1
11 72809595 72809910 +1
11 76538245 76538560 -1
12 100208744 100209046 -1
12 122495908 122496190 +1
12 122875063 122875372 -1
13 20076825 20077089 -1
13 32599632 32599933 +1
14 103509067 103509361 -1
14 103633061 103633356 -1
14 105401904 105402198 +1
16 67789816 67790125 +1
16 89976561 89976861 -1
17 29280704 29281008 +1
17 30135108 30135423 -1
17 32398113 32398407 -1
17 4867517 4867831 +1
18 26316374 26316683 -1
18 3608050 3608336 +1
18 57686490 57686718 -1
18 698631 698920 -1
18 75237827 75238099 -1
19 48200944 48201234 +1
19 8368022 8368306 -1
2 113747809 113748109 +1
2 32368258 32368539 +1
2 9558212 9558480 -1
20 3145432 3145734 -1
3 129766611 129766917 -1
5 65636144 65636436 -1
5 80244548 80244850 +1
6 7068676 7068992 -1
7 105007483 105007676 -1
7 105157805 105158081 +1
8 124529809 124530109 +1
 "X" 71552387 71552683 -1
4 17801136 17801429 -1
1 6881685 6881994 +1
13 50022853 50023155 +1
16 10404253 10404546 -1
8 30592095 30592380 +1
17 35468737 35469033 +1
17 64488769 64488964 +1
18 21656176 21656338 -1
20 4910090 4910394 +1
5 180510811 180511102 -1
7 5403514 5403807 +1
8 102889551 102889852 +1
12 50141048 50141351 -1
17 29413314 29413619 +1
17 82466445 82466752 -1
19 10160612 10160910 +1
2 201111970 201112258 -1
2 85587988 85588243 -1
22 21845236 21845520 -1
6 99535155 99535461 -1
1 39546856 39547154 +1
10 72591740 72592005 +1
11 14516226 14516484 -1
11 61441887 61442192 -1
12 38701485 38701793 -1
12 49140951 49141221 +1
15 41293852 41294157 -1
17 30883124 30883425 -1
17 75208153 75208465 +1
20 49944059 49944362 -1
22 23655557 23655809 +1
22 37950101 37950411 -1
6 118853519 118853807 +1
6 41957988 41958296 -1
9 41414253 41414539 +1
 "X" 74208450 74208757 +1
1 10571526 10571830 +1
1 117067249 117067548 +1
1 153908482 153908767 -1
13 49045164 49045452 -1
16 216008 216301 -1
17 29405496 29405789 +1
17 31995932 31996224 +1
17 81002936 81003144 -1
19 10358459 10358754 -1
19 8406238 8406532 -1
2 159241332 159241571 +1
2 202371037 202371335 -1
21 33594156 33594454 -1
22 28815754 28816066 +1
3 49408795 49409087 -1
3 53308586 53308900 -1
5 134968412 134968720 +1
5 137979879 137980199 +1
5 140462841 140463148 -1
5 62405408 62405685 +1
8 52701126 52701424 -1
8 54079520 54079794 +1
8 80126842 80127131 +1
 "X" 73956465 73956668 -1
1 20782947 20783113 +1
1 23328512 23328799 -1
1 6388108 6388408 -1
1 77829137 77829458 +1
10 68022217 68022500 +1
10 98142652 98142962 +1
12 123381224 123381534 +1
16 11900052 11900353 +1
16 67583405 67583704 +1
17 2644259 2644566 +1
17 39249958 39250259 -1
17 80296681 80296978 -1
17 82759200 82759496 +1
19 12907832 12908159 +1
19 21122378 21122619 +1
19 3023612 3023933 +1
19 47350259 47350416 +1
19 568668 568966 +1
2 121572146 121572440 +1
2 23781801 23782116 -1
22 23651252 23651564 +1
22 28776131 28776386 +1
22 35432940 35433235 -1
3 121534328 121534620 -1
3 122544552 122544850 +1
3 129735362 129735673 +1
3 195417666 195417953 +1
4 103062619 103062909 -1
4 25193796 25194089 +1
5 131266449 131266723 -1
5 151788782 151789074 -1
5 40830965 40831257 +1
6 43619095 43619394 +1
7 40110142 40110428 -1
7 6414886 6415191 +1
7 74925185 74925441 -1
7 99477672 99477970 +1
8 11116371 11116670 -1
8 118033493 118033778 -1
8 130078911 130079201 +1
8 26425750 26425920 +1
9 137210208 137210509 -1
9 2714869 2715179 -1
 "X" 46848746 46849041 +1
1 10161982 10162165 -1
1 182380967 182381279 +1
1 29006234 29006536 -1
1 44862624 44862896 -1
1 65016339 65016614 +1
11 118577236 118577544 -1
11 123077830 123078125 +1
11 31672508 31672812 +1
11 45974458 45974752 -1
11 57706150 57706446 -1
11 63742869 63743200 -1
11 65550543 65550852 +1
11 887023 887327 -1
12 120868066 120868275 +1
12 51956757 51957065 -1
12 56297503 56297717 +1
12 95291777 95292099 -1
13 24441179 24441319 -1
13 45475682 45475979 +1
15 55361172 55361326 -1
15 90033544 90033722 -1
16 23930287 23930576 +1
16 30080062 30080368 +1
16 3381232 3381504 +1
16 53083777 53084050 -1
16 75373970 75374257 +1
17 30765441 30765736 +1
17 30823082 30823372 +1
17 32389972 32390210 +1
18 21667234 21667540 -1
18 9159993 9160175 +1
19 10882534 10882842 -1
19 21812125 21812413 -1
2 25781249 25781421 +1
2 61503722 61503866 -1
2 85322981 85323257 -1
20 34651995 34652304 -1
20 3869472 3869587 -1
20 47516941 47517215 +1
21 36329850 36330161 -1
21 42982812 42983109 -1
22 23209078 23209371 +1
22 38711881 38712174 -1
3 128887323 128887637 +1
3 136638620 136638921 +1
3 196905947 196906233 +1
3 32554863 32555168 -1
3 49377310 49377623 +1
4 2562165 2562447 +1
4 6786900 6787201 +1
5 108293758 108294066 +1
5 146235273 146235562 +1
5 146249403 146249715 +1
5 177156758 177156995 +1
6 110818557 110818824 -1
6 13669586 13669891 -1
6 73469014 73469317 -1
7 101243293 101243596 +1
7 99480043 99480353 +1
8 73817518 73817810 -1
9 129976883 129977172 +1
9 130052437 130052736 -1
 "X" 123877068 123877366 -1
 "X" 150830268 150830570 +1
1 112581398 112581708 -1
1 165733351 165733621 +1
1 171527479 171527767 +1
1 203812578 203812877 -1
1 235238573 235238872 +1
1 26720274 26720490 +1
1 29053552 29053858 -1
10 122385311 122385615 -1
10 125147617 125147912 +1
10 68779261 68779558 -1
11 118452254 118452542 +1
11 126295933 126296237 +1
11 18331047 18331355 -1
11 46343953 46344211 -1
11 86313234 86313515 -1
12 56683202 56683501 +1
13 24510798 24511087 -1
13 32501532 32501814 +1
14 103433411 103433703 +1
14 103446244 103446542 +1
14 45005338 45005644 +1
15 52612503 52612802 -1
15 65541948 65542256 +1
16 24925096 24925401 +1
16 30568492 30568789 -1
16 57206554 57206864 -1
16 588335 588539 +1
16 74980356 74980651 -1
16 89451977 89452275 +1
17 30880019 30880321 +1
17 31190095 31190284 +1
17 32156270 32156570 -1
17 32390271 32390586 -1
17 4300682 4300911 +1
17 47098448 47098746 -1
17 51054432 51054735 -1
17 67133519 67133814 -1
17 75179659 75179944 -1
18 57676150 57676375 -1
19 16094251 16094548 +1
19 16653613 16653924 +1
19 4975593 4975892 -1
19 6385112 6385424 +1
2 144314430 144314733 +1
2 152339898 152340197 +1
2 197430451 197430753 -1
2 23891484 23891802 -1
2 32098184 32098454 +1
2 47890522 47890822 +1
2 9531285 9531419 +1
2 98462511 98462820 -1
20 32369251 32369551 -1
20 32418809 32419130 -1
21 36342736 36343040 +1
22 17624574 17624832 +1
22 40559108 40559381 +1
3 113680529 113680814 +1
3 11443377 11443671 -1
3 136735123 136735425 -1
3 197706400 197706710 +1
3 38498281 38498568 +1
3 47136671 47136960 +1
3 71761846 71762130 +1
4 56936893 56937193 -1
4 73089045 73089335 -1
5 139347895 139348164 +1
5 154763719 154764023 +1
5 168496098 168496394 +1
5 171397799 171398086 -1
6 73436525 73436809 -1
7 129871855 129872154 -1
7 139048323 139048608 +1
7 23118790 23119088 +1
7 44838378 44838673 +1
7 64668997 64669308 -1
7 91961166 91961477 -1
8 140605096 140605396 -1
8 97670952 97671264 -1
9 129974936 129975226 +1
 "X" 47465659 47465835 +1
 "X" 53144123 53144405 +1
11 68483525 68483781 -1
4 86746625 86746891 -1
9 37227792 37228096 -1
11 61449561 61449823 -1
17 30798556 30798864 +1
17 35467897 35468210 -1
7 44576560 44576856 -1
12 110400763 110401069 +1
14 102123112 102123417 +1
15 90758210 90758507 +1
17 42470840 42471134 +1
19 46708308 46708610 -1
7 55968380 55968694 -1
8 99159679 99159957 -1
1 246592206 246592506 +1
16 3698627 3698914 +1
17 29279814 29280114 -1
4 118714584 118714886 -1
6 89113649 89113938 -1
1 173850605 173850904 -1
12 112064752 112065063 +1
